City,State,Shape,Sight_Date,Sight_Time,Sight_Weekday,Sight_Day,Sight_Month
Bremen,GA,Triangle,2016-09-04,22:00,Sunday,04,09
St. Louis,MO,Triangle,2016-09-04,21:30,Sunday,04,09
Elgin,IL,Fireball,2016-09-04,21:00,Sunday,04,09
Pflugerville,TX,Fireball,2016-09-04,21:00,Sunday,04,09
Kettering,OH,Other,2016-09-04,19:55,Sunday,04,09
Manassas,VA,Disk,2016-09-04,19:32,Sunday,04,09
West Chester,PA,Other,2016-09-04,19:18,Sunday,04,09
Winnemucca,UT,Cylinder,2016-09-04,18:40,Sunday,04,09
Arvada,CO,Circle,2016-09-04,17:45,Sunday,04,09
Port St. Lucie,FL,Sphere,2016-09-04,15:03,Sunday,04,09
Miami,FL,Oval,2016-09-04,11:30,Sunday,04,09
Buffalo,WY,Rectangle,2016-09-04,09:30,Sunday,04,09
Portage,WI,Circle,2016-09-04,08:45,Sunday,04,09
Northbrook,IL,Light,2016-09-04,03:40,Sunday,04,09
Tampa,FL,Other,2016-09-04,01:00,Sunday,04,09
Donora,PA,Light,2016-09-04,01:00,Sunday,04,09
Mount royal,NJ,Light,2016-09-03,00:00,Saturday,03,09
Royal Oak,MI,Disk,2016-09-03,00:00,Saturday,03,09
Forest Grove,OR,Sphere,2016-09-03,23:57,Saturday,03,09
Portland,OR,Fireball,2016-09-03,23:55,Saturday,03,09
Auburn,WI,Circle,2016-09-03,23:45,Saturday,03,09
Hurley,MO,Light,2016-09-03,23:00,Saturday,03,09
Manalapan,NJ,Fireball,2016-09-03,23:00,Saturday,03,09
Chicago (Wood Dale),IL,Fireball,2016-09-03,23:00,Saturday,03,09
Idyllwild,CA,Formation,2016-09-03,21:58,Saturday,03,09
Smithfield,RI,Light,2016-09-03,21:30,Saturday,03,09
Hamburg,NJ,Sphere,2016-09-03,21:30,Saturday,03,09
San Pedro,CA,Circle,2016-09-03,20:50,Saturday,03,09
Roseville,MI,Triangle,2016-09-03,20:45,Saturday,03,09
Greenwood Lake,NJ,Light,2016-09-03,20:35,Saturday,03,09
High Ridge,MO,Circle,2016-09-03,20:30,Saturday,03,09
Reno,NV,Light,2016-09-03,20:27,Saturday,03,09
Sellersville,PA,Light,2016-09-03,20:25,Saturday,03,09
Pasco,WA,Changing,2016-09-03,18:13,Saturday,03,09
Bainbridge Island,WA,Circle,2016-09-03,18:00,Saturday,03,09
Hanceville,AL,Light,2016-09-03,06:00,Saturday,03,09
Madison,WI,Light,2016-09-03,05:15,Saturday,03,09
Pensacola,FL,Circle,2016-09-03,04:45,Saturday,03,09
Manistique,MI,Triangle,2016-09-03,03:00,Saturday,03,09
Oxon Hill,MD,Triangle,2016-09-03,02:00,Saturday,03,09
North Las Vegas,NV,Light,2016-09-03,01:08,Saturday,03,09
Hedgesville,WV,Circle,2016-09-03,01:00,Saturday,03,09
Lake Orion,MI,Circle,2016-09-03,00:00,Saturday,03,09
Pike Creek,DE,Other,2016-09-03,00:00,Saturday,03,09
Salem,OR,Fireball,2016-09-02,23:59,Friday,02,09
Eugene,OR,Triangle,2016-09-02,23:40,Friday,02,09
Harbor Springs,MI,Triangle,2016-09-02,23:30,Friday,02,09
Dedham,MA,Light,2016-09-02,22:30,Friday,02,09
Littleton,CO,Triangle,2016-09-02,22:30,Friday,02,09
Westminster,CO,Changing,2016-09-02,22:00,Friday,02,09
Menifee,CA,Circle,2016-09-02,22:00,Friday,02,09
Seekonk,MA,Fireball,2016-09-02,21:44,Friday,02,09
Nashport,OH,Light,2016-09-02,21:20,Friday,02,09
Springfield,MO,Light,2016-09-02,21:14,Friday,02,09
Knoxville,TN,Circle,2016-09-02,21:00,Friday,02,09
Angleton,TX,Flash,2016-09-02,20:35,Friday,02,09
Erie,CO,Light,2016-09-02,20:27,Friday,02,09
St. Albans,WV,Fireball,2016-09-02,20:18,Friday,02,09
Green Bay,WI,Light,2016-09-02,20:15,Friday,02,09
Naperville,IL,Triangle,2016-09-02,19:23,Friday,02,09
Gulfport,MS,Triangle,2016-09-02,18:00,Friday,02,09
Falls Church,VA,Disk,2016-09-02,12:18,Friday,02,09
Gainesville,VA,Sphere,2016-09-02,11:30,Friday,02,09
Riegelsville,PA,Changing,2016-09-02,05:20,Friday,02,09
Hillsboro,OR,Light,2016-09-02,00:01,Friday,02,09
Greenfield,WI,Fireball,2016-09-02,00:00,Friday,02,09
Stickney,IL,Sphere,2016-09-02,00:00,Friday,02,09
Panama City Beach,FL,Sphere,2016-09-01,22:50,Thursday,01,09
Brookfield,WI,Other,2016-09-01,22:30,Thursday,01,09
Dollar Bay,MI,Formation,2016-09-01,22:00,Thursday,01,09
Lehighton,PA,Fireball,2016-09-01,22:00,Thursday,01,09
South Marquette County,MI,Formation,2016-09-01,21:30,Thursday,01,09
Vale,NC,Light,2016-09-01,05:29,Thursday,01,09
Cedar Rapids,IA,Light,2016-09-01,04:30,Thursday,01,09
Mastic Beach,NY,Oval,2016-10-31,23:00,Monday,31,10
Charlottesville,VA,Light,2016-10-31,22:35,Monday,31,10
Gretna,NE,Light,2016-10-31,19:30,Monday,31,10
Wichita,KS,Light,2016-10-31,19:03,Monday,31,10
Thomasville,GA,Other,2016-10-31,17:30,Monday,31,10
Tuckerton,NJ,Sphere,2016-10-31,15:00,Monday,31,10
Fort Myers,FL,Formation,2016-10-31,06:35,Monday,31,10
Delta,CO,Light,2016-10-31,05:30,Monday,31,10
Tempe,AZ,Fireball,2016-10-31,01:16,Monday,31,10
Columbia,SC,Light,2016-10-31,00:25,Monday,31,10
Greensboro,NC,Fireball,2016-10-31,00:00,Monday,31,10
Kettering,OH,Triangle,2016-10-30,22:30,Sunday,30,10
Wellington,FL,Oval,2016-10-30,22:15,Sunday,30,10
Oxnard,CA,Fireball,2016-10-30,21:30,Sunday,30,10
Athens,GA,Fireball,2016-10-30,21:10,Sunday,30,10
Fort Lauderdale,FL,Sphere,2016-10-30,21:00,Sunday,30,10
Cape Canaveral,FL,Circle,2016-10-30,21:00,Sunday,30,10
Hickory,NC,Other,2016-10-30,21:00,Sunday,30,10
Knoxville,TN,Light,2016-10-30,20:20,Sunday,30,10
Holmes Beach,FL,Disk,2016-10-30,17:34,Sunday,30,10
Everett,WA,Light,2016-10-30,04:00,Sunday,30,10
Dothan,AL,Circle,2016-10-30,02:00,Sunday,30,10
Alpharetta,GA,Fireball,2016-10-29,00:00,Saturday,29,10
Hemet,CA,Light,2016-10-29,22:45,Saturday,29,10
Mayfield Heights,OH,Triangle,2016-10-29,22:00,Saturday,29,10
Canton,GA,Formation,2016-10-29,21:45,Saturday,29,10
Lake Charles,LA,Disk,2016-10-29,19:40,Saturday,29,10
San Diego,CA,Light,2016-10-29,19:10,Saturday,29,10
Racine,WI,Sphere,2016-10-29,18:55,Saturday,29,10
Rock Point,AZ,Disk,2016-10-29,10:30,Saturday,29,10
Sumner,MS,Light,2016-10-29,06:00,Saturday,29,10
Alvin,TX,Light,2016-10-29,02:21,Saturday,29,10
Virginia Beach,VA,Cigar,2016-10-28,21:37,Friday,28,10
Jeromesville,OH,Flash,2016-10-28,19:30,Friday,28,10
Springfield,IL,Circle,2016-10-28,19:00,Friday,28,10
Cherryville,NC,Formation,2016-10-28,15:00,Friday,28,10
Florence,AZ,Circle,2016-10-28,04:30,Friday,28,10
Bowling Green,KY,Formation,2016-10-28,02:00,Friday,28,10
Burnet,TX,Fireball,2016-10-28,00:30,Friday,28,10
Walker,KS,Circle,2016-10-27,23:45,Thursday,27,10
Ashland,NE,Sphere,2016-10-27,23:45,Thursday,27,10
Topanga,CA,Circle,2016-10-27,22:00,Thursday,27,10
Bayonne,NJ,Cylinder,2016-10-27,21:30,Thursday,27,10
Los Angeles,CA,Oval,2016-10-27,21:00,Thursday,27,10
Gardner,KS,Other,2016-10-27,20:40,Thursday,27,10
Edmond,OK,Other,2016-10-27,20:30,Thursday,27,10
Tucson,AZ,Other,2016-10-27,20:00,Thursday,27,10
Aurora,CO,Fireball,2016-10-27,19:00,Thursday,27,10
